 1.64921015282720e+002    2.17713968364975e-002
 1.65579714914536e+002   -1.09467881605200e-003
 1.66193656539893e+002   -2.43305839521155e-002
 1.67595964374601e+002    2.03447353806282e-002
 1.68166135302466e+002   -1.04695888269535e-003
 1.68869263837752e+002   -2.42812185038155e-002
 1.70272065326943e+002    2.15011210070551e-002
 1.70797149145361e+002   -9.98416191867042e-004
 1.71321410206306e+002   -2.53429870210009e-002
 1.72001007877903e+002   -1.34520846617438e-003
 1.72591418639571e+002    2.26509245737088e-002
 1.73116008803505e+002   -9.55632803340395e-004
 1.73684534216426e+002   -2.60373943270872e-002
 1.74141493716190e+002   -1.30571610753440e-003
 1.74688298331859e+002    2.49036345311311e-002
 1.75211901186828e+002   -9.16963202172080e-004
 1.75689594174877e+002   -2.96904375012856e-002
 1.76148199189584e+002   -1.26869202130942e-003
 1.76652055865232e+002    2.86299031203077e-002
 1.77084661743834e+002   -1.25141411440443e-003
 1.77471522307012e+002   -3.37166011888846e-002
 1.77931937388156e+002   -1.23578172244277e-003
 1.78393504329761e+002    3.38280848262953e-002
 1.78690026122550e+002   -1.22179484542444e-003
 1.79074253861818e+002   -3.95910895365819e-002
 1.79448279408437e+002   -8.38801242363782e-004
 1.79868543924965e+002    4.16043770697493e-002
 1.80161445584878e+002   -1.56365057490178e-003
 1.80452372626859e+002   -4.91597589320608e-002
 1.80786083057367e+002   -8.14118518213794e-004
 1.81121932657301e+002    5.23286093341835e-002
 1.81454984881831e+002   -8.01777156138799e-004
 1.81695230063558e+002   -6.20519571343357e-002
 1.81945348334945e+002   -1.16173354999280e-003
 1.82288273649135e+002    6.78482835222247e-002
 1.82525063249481e+002   -1.15103770286114e-003
 1.82757903613962e+002   -7.90065203529630e-002
 1.83060184709052e+002   -1.14116461320114e-003
 1.83366744142995e+002    8.63183660036613e-002
 1.83550712713660e+002   -1.13211428101281e-003
 1.83775325503425e+002   -9.74379332332312e-002
 1.84041240718267e+002   -1.12306394882449e-003
 1.84399962975914e+002    1.03311598823457e-001
 1.84576362177839e+002   -1.11319085916449e-003
 1.84795215665302e+002   -1.10334245222864e-001
 1.85111483637411e+002   -1.10331776950449e-003
 1.85516609416459e+002    1.07391241746714e-001
 1.85780385461875e+002   -1.09097640742950e-003
 1.86091716889154e+002   -1.02930250735340e-001
 1.86449287286340e+002   -1.07863504535451e-003
 1.86936030606578e+002    9.04432605878602e-002
 1.87385749840591e+002   -1.06135713844951e-003
 1.87841722031388e+002   -7.85437192751507e-002
 1.88411563856264e+002   -6.73426990558858e-004
 1.89020239833803e+002    6.42824526400230e-002
 1.89526235678878e+002   -1.02186477980953e-003
 1.90171277536664e+002   -5.45154986938725e-002
 1.90908632782771e+002   -9.96359298187877e-004
 1.91597774441039e+002    4.44038093670938e-002
 1.92291029886665e+002   -9.70853816566222e-004
 1.93076598720612e+002   -3.93327436904786e-002
 1.94491247917395e+002    3.30180800954399e-002
 1.95278462266285e+002   -1.65374251804924e-003
 1.96067651233108e+002   -3.18974844190304e-002
 1.96839397741531e+002   -1.25593928049859e-003
 1.97565563486023e+002    2.71707427443075e-002
 1.98311146306847e+002   -8.59781557891273e-004
 1.98968200423720e+002   -2.74159244708641e-002
 1.99693214307752e+002   -1.57228952835428e-003
 2.00462657095255e+002    2.39031614455849e-002
 2.01254149782998e+002   -1.17448629080363e-003
 2.01912355760331e+002   -2.51475821214801e-002
 2.02636546886891e+002   -1.14898080918197e-003
 2.03271386552029e+002    2.24789682621305e-002
 2.04018943990785e+002   -1.12347532756032e-003
 2.04902091860872e+002   -2.06643766583705e-002
