3.134687e-02	 1.231622e-03	 9.990134e-01	 4.860649e-06	 1.909754e-07	 1.546684e-04
3.115361e-02	 3.687272e-03	 9.990134e-01	 4.830681e-06	 5.717488e-07	 1.546684e-04
3.076827e-02	 6.120189e-03	 9.990134e-01	 4.770931e-06	 9.489972e-07	 1.546684e-04
3.019324e-02	 8.515373e-03	 9.990134e-01	 4.681766e-06	 1.320395e-06	 1.546684e-04
2.943205e-02	 1.085806e-02	 9.990134e-01	 4.563737e-06	 1.683651e-06	 1.546684e-04
2.848941e-02	 1.313380e-02	 9.990134e-01	 4.417571e-06	 2.036528e-06	 1.546684e-04
2.737112e-02	 1.532856e-02	 9.990134e-01	 4.244169e-06	 2.376849e-06	 1.546684e-04
2.608408e-02	 1.742882e-02	 9.990134e-01	 4.044600e-06	 2.702515e-06	 1.546684e-04
2.463622e-02	 1.942163e-02	 9.990134e-01	 3.820095e-06	 3.011520e-06	 1.546684e-04
2.303647e-02	 2.129470e-02	 9.990134e-01	 3.572038e-06	 3.301958e-06	 1.546684e-04
2.129470e-02	 2.303647e-02	 9.990134e-01	 3.301958e-06	 3.572038e-06	 1.546684e-04
1.942163e-02	 2.463622e-02	 9.990134e-01	 3.011520e-06	 3.820095e-06	 1.546684e-04
1.742882e-02	 2.608408e-02	 9.990134e-01	 2.702515e-06	 4.044600e-06	 1.546684e-04
1.532856e-02	 2.737112e-02	 9.990134e-01	 2.376849e-06	 4.244169e-06	 1.546684e-04
1.313380e-02	 2.848941e-02	 9.990134e-01	 2.036528e-06	 4.417571e-06	 1.546684e-04
1.085806e-02	 2.943205e-02	 9.990134e-01	 1.683651e-06	 4.563737e-06	 1.546684e-04
8.515373e-03	 3.019324e-02	 9.990134e-01	 1.320395e-06	 4.681766e-06	 1.546684e-04
6.120189e-03	 3.076827e-02	 9.990134e-01	 9.489972e-07	 4.770931e-06	 1.546684e-04
3.687272e-03	 3.115361e-02	 9.990134e-01	 5.717488e-07	 4.830681e-06	 1.546684e-04
1.231622e-03	 3.134687e-02	 9.990134e-01	 1.909754e-07	 4.860649e-06	 1.546684e-04
-1.231622e-03	 3.134687e-02	 9.990134e-01	 -1.909754e-07	 4.860649e-06	 1.546684e-04
-3.687272e-03	 3.115361e-02	 9.990134e-01	 -5.717488e-07	 4.830681e-06	 1.546684e-04
-6.120189e-03	 3.076827e-02	 9.990134e-01	 -9.489972e-07	 4.770931e-06	 1.546684e-04
-8.515373e-03	 3.019324e-02	 9.990134e-01	 -1.320395e-06	 4.681766e-06	 1.546684e-04
-1.085806e-02	 2.943205e-02	 9.990134e-01	 -1.683651e-06	 4.563737e-06	 1.546684e-04
-1.313380e-02	 2.848941e-02	 9.990134e-01	 -2.036528e-06	 4.417571e-06	 1.546684e-04
-1.532856e-02	 2.737112e-02	 9.990134e-01	 -2.376849e-06	 4.244169e-06	 1.546684e-04
-1.742882e-02	 2.608408e-02	 9.990134e-01	 -2.702515e-06	 4.044600e-06	 1.546684e-04
-1.942163e-02	 2.463622e-02	 9.990134e-01	 -3.011520e-06	 3.820095e-06	 1.546684e-04
-2.129470e-02	 2.303647e-02	 9.990134e-01	 -3.301958e-06	 3.572038e-06	 1.546684e-04
-2.303647e-02	 2.129470e-02	 9.990134e-01	 -3.572038e-06	 3.301958e-06	 1.546684e-04
-2.463622e-02	 1.942163e-02	 9.990134e-01	 -3.820095e-06	 3.011520e-06	 1.546684e-04
-2.608408e-02	 1.742882e-02	 9.990134e-01	 -4.044600e-06	 2.702515e-06	 1.546684e-04
-2.737112e-02	 1.532856e-02	 9.990134e-01	 -4.244169e-06	 2.376849e-06	 1.546684e-04
-2.848941e-02	 1.313380e-02	 9.990134e-01	 -4.417571e-06	 2.036528e-06	 1.546684e-04
-2.943205e-02	 1.085806e-02	 9.990134e-01	 -4.563737e-06	 1.683651e-06	 1.546684e-04
-3.019324e-02	 8.515373e-03	 9.990134e-01	 -4.681766e-06	 1.320395e-06	 1.546684e-04
-3.076827e-02	 6.120189e-03	 9.990134e-01	 -4.770931e-06	 9.489972e-07	 1.546684e-04
-3.115361e-02	 3.687272e-03	 9.990134e-01	 -4.830681e-06	 5.717488e-07	 1.546684e-04
-3.134687e-02	 1.231622e-03	 9.990134e-01	 -4.860649e-06	 1.909754e-07	 1.546684e-04
-3.134687e-02	 -1.231622e-03	 9.990134e-01	 -4.860649e-06	 -1.909754e-07	 1.546684e-04
-3.115361e-02	 -3.687272e-03	 9.990134e-01	 -4.830681e-06	 -5.717488e-07	 1.546684e-04
-3.076827e-02	 -6.120189e-03	 9.990134e-01	 -4.770931e-06	 -9.489972e-07	 1.546684e-04
-3.019324e-02	 -8.515373e-03	 9.990134e-01	 -4.681766e-06	 -1.320395e-06	 1.546684e-04
-2.943205e-02	 -1.085806e-02	 9.990134e-01	 -4.563737e-06	 -1.683651e-06	 1.546684e-04
-2.848941e-02	 -1.313380e-02	 9.990134e-01	 -4.417571e-06	 -2.036528e-06	 1.546684e-04
-2.737112e-02	 -1.532856e-02	 9.990134e-01	 -4.244169e-06	 -2.376849e-06	 1.546684e-04
-2.608408e-02	 -1.742882e-02	 9.990134e-01	 -4.044600e-06	 -2.702515e-06	 1.546684e-04
